506,451,553,451,553,480,506,480
557,447,649,455,646,488,554,480
644,457,691,457,691,489,644,489
694,454,717,454,717,480,694,480
714,451,793,451,793,480,714,480
796,451,864,451,864,480,796,480
864,450,967,454,966,488,863,485
966,454,1025,454,1025,483,966,483
1024,454,1127,450,1128,480,1025,484
;
304,492,354,492,354,524,304,524
348,489,389,489,389,515,348,515
389,486,474,486,474,515,389,515
480,486,512,486,512,515,480,515
515,484,587,488,585,519,513,515
585,492,621,492,621,515,585,515
626,486,673,486,673,515,626,515
676,483,708,483,708,515,676,515
711,486,820,486,820,515,711,515
820,489,849,489,849,512,820,512
850,492,957,480,960,513,853,524
966,492,999,492,999,512,966,512
1004,486,1127,486,1127,515,1004,515
;
300,528,432,518,435,553,302,563
439,524,468,524,468,550,439,550
468,524,518,524,518,559,468,559
515,527,550,527,550,550,515,550
547,521,577,521,577,550,547,550
577,521,609,521,609,550,577,550
609,521,641,521,641,550,609,550
638,521,750,521,750,550,638,550
755,530,770,530,770,550,755,550
773,518,870,518,870,550,773,550
875,524,908,524,908,547,875,547
904,522,977,514,981,550,908,558
981,518,1013,518,1013,547,981,547
1010,518,1113,518,1113,553,1010,553
;
304,568,336,568,336,585,304,585
336,562,424,562,424,594,336,594
427,559,547,559,547,585,427,585
544,556,612,556,612,585,544,585
609,562,656,562,656,591,609,591
656,556,747,556,747,585,656,585
744,553,782,553,782,583,744,583
782,553,852,553,852,583,782,583
852,553,884,553,884,583,852,583
885,553,1008,557,1007,587,883,583
1010,556,1101,556,1101,585,1010,585
;
301,591,492,591,492,629,301,629
509,594,533,594,533,621,509,621
539,597,588,597,588,629,539,629
594,591,662,591,662,621,594,621
666,592,776,589,777,624,667,627
782,588,864,588,864,618,782,618
861,588,896,588,896,618,861,618
899,588,952,588,952,618,899,618
949,588,1124,588,1124,621,949,621
;
301,626,342,626,342,656,301,656
344,632,524,624,525,655,346,663
524,632,574,632,574,665,524,665
577,626,641,626,641,656,577,656
637,631,713,620,718,655,642,667
715,622,818,630,816,662,713,654
820,626,840,626,840,653,820,653
840,621,925,621,925,653,840,653
925,624,960,624,960,653,925,653
958,626,984,626,984,656,958,656
982,630,1063,622,1066,653,985,661
1069,624,1125,624,1125,656,1069,656
;
301,662,372,662,372,691,301,691
368,665,471,660,472,695,369,699
471,662,503,662,503,691,471,691
503,662,541,662,541,691,503,691
544,670,591,670,591,691,544,691
588,662,647,662,647,691,588,691
647,670,694,670,694,700,647,700
697,670,726,670,726,691,697,691
726,659,782,659,782,691,726,691
785,659,811,659,811,688,785,688
811,656,878,656,878,688,811,688
878,659,940,659,940,688,878,688
943,659,1054,659,1054,691,943,691
1051,662,1078,662,1078,691,1051,691
1075,667,1127,667,1127,697,1075,697
;
301,706,348,706,348,726,301,726
342,700,372,700,372,726,342,726
370,703,444,698,446,728,372,733
445,694,539,694,539,726,445,726
536,694,571,694,571,726,536,726
571,697,691,697,691,726,571,726
691,694,773,694,773,732,691,732
776,700,788,700,788,720,776,720
788,694,887,694,887,723,788,723
884,694,925,694,925,723,884,723
922,697,978,697,978,726,922,726
978,700,1010,700,1010,726,978,726
1007,700,1060,700,1060,726,1007,726
1058,695,1127,701,1124,730,1055,724
;
304,741,313,741,313,758,304,758
328,741,363,741,363,761,328,761
366,735,392,735,392,761,366,761
398,741,442,741,442,761,398,761
439,732,541,732,541,761,439,761
542,738,591,733,593,761,545,766
588,729,647,729,647,761,588,761
647,738,816,725,819,758,650,772
834,732,861,732,861,761,834,761
861,735,908,735,908,767,861,767
911,735,1083,735,1083,761,911,761
1086,741,1125,741,1125,761,1086,761
;
301,766,388,770,386,800,300,796
404,770,433,770,433,796,404,796
430,766,523,773,520,806,428,798
521,773,568,773,568,802,521,802
565,771,666,760,669,796,568,807
670,767,714,767,714,796,670,796
714,764,811,764,811,796,714,796
811,764,852,764,852,793,811,793
849,770,916,770,916,793,849,793
914,767,949,767,949,793,914,793
949,765,1018,769,1016,800,947,796
1019,773,1028,773,1028,793,1019,793
1033,773,1124,769,1126,802,1034,806
;
298,802,345,802,345,832,298,832
345,802,375,802,375,832,345,832
377,808,465,808,465,834,377,834
465,808,483,808,483,840,465,840
486,811,500,811,500,834,486,834
498,802,533,802,533,832,498,832
530,808,565,808,565,832,530,832
563,808,641,804,643,837,565,841
662,805,741,805,741,832,662,832
747,799,873,799,873,834,747,834
873,799,953,802,952,832,872,829
966,805,990,805,990,832,966,832
993,808,1040,808,1040,840,993,840
1042,802,1081,802,1081,832,1042,832
1081,808,1125,808,1125,837,1081,837
;
299,836,371,842,368,872,296,867
369,843,407,843,407,870,369,870
406,841,612,836,612,867,407,872
609,837,711,837,711,870,609,870
711,837,779,837,779,867,711,867
779,837,855,837,855,867,779,867
852,834,890,834,890,864,852,864
896,837,922,837,922,867,896,867
922,840,969,840,969,873,922,873
969,837,999,837,999,867,969,867
1001,843,1077,835,1080,866,1005,874
1081,846,1125,846,1125,867,1081,867
;
295,873,336,873,336,902,295,902
336,873,383,873,383,905,336,905
389,881,421,881,421,905,389,905
421,873,521,873,521,905,421,905
527,873,553,873,553,902,527,902
550,873,644,873,644,902,550,902
645,871,730,875,729,905,643,902
738,870,814,870,814,902,738,902
811,870,890,870,890,899,811,899
887,870,919,870,919,899,887,899
919,873,946,873,946,902,919,902
949,873,1057,873,1057,902,949,902
1060,878,1122,878,1122,908,1060,908
;
298,908,333,908,333,937,298,937
335,904,402,917,395,952,328,938
401,914,486,914,486,940,401,940
481,917,559,912,561,939,483,944
565,911,597,911,597,937,565,937
597,908,624,908,624,937,597,937
622,910,746,903,748,937,624,944
758,908,785,908,785,937,758,937
788,914,834,914,834,940,788,940
832,905,861,905,861,934,832,934
861,905,960,905,960,937,861,937
963,908,1037,908,1037,937,963,937
1037,911,1122,911,1122,934,1037,934
;
295,943,433,943,433,972,295,972
435,949,547,945,548,978,436,982
547,949,562,949,562,969,547,969
562,940,600,940,600,972,562,972
603,949,650,949,650,978,603,978
650,940,694,940,694,972,650,972
694,943,773,943,773,972,694,972
773,943,799,943,799,969,773,969
802,946,849,946,849,975,802,975
855,936,979,941,978,974,854,969
984,943,1010,943,1010,972,984,972
1013,943,1048,943,1048,969,1013,969
1051,940,1083,940,1083,969,1051,969
1089,946,1125,946,1125,969,1089,969
;
293,985,353,979,357,1012,296,1018
354,978,533,978,533,1007,354,1007
536,978,550,978,550,1007,536,1007
547,975,682,975,682,1010,547,1010
679,978,785,978,785,1007,679,1007
781,982,840,975,843,1008,785,1015
840,971,919,976,916,1008,838,1003
922,987,940,987,940,1004,922,1004
943,974,1015,978,1013,1008,942,1004
1016,978,1048,978,1048,1004,1016,1004
1051,974,1125,978,1124,1008,1050,1004
;
294,1016,430,1009,432,1045,296,1052
427,1013,489,1013,489,1042,427,1042
498,1013,521,1013,521,1042,498,1042
527,1019,574,1019,574,1048,527,1048
574,1016,600,1016,600,1042,574,1042
597,1012,689,1016,688,1050,596,1046
688,1013,723,1013,723,1042,688,1042
720,1010,750,1010,750,1040,720,1040
747,1010,867,1010,867,1040,747,1040
867,1007,908,1007,908,1040,867,1040
911,1008,1040,1012,1039,1043,910,1040
1045,1016,1122,1016,1122,1042,1045,1042
;
301,1057,392,1057,392,1081,301,1081
389,1054,439,1054,439,1083,389,1083
437,1047,497,1051,495,1082,434,1078
509,1051,694,1051,694,1078,509,1078
688,1048,761,1048,761,1081,688,1081
764,1045,791,1045,791,1075,764,1075
791,1045,840,1045,840,1075,791,1075
837,1042,873,1042,873,1072,837,1072
873,1048,946,1048,946,1075,873,1075
946,1045,987,1045,987,1075,946,1075
987,1051,1040,1051,1040,1081,987,1081
1045,1048,1072,1048,1072,1075,1045,1075
1072,1051,1122,1051,1122,1083,1072,1083
;
295,1086,392,1086,392,1122,295,1122
390,1086,497,1079,499,1113,392,1120
498,1092,512,1092,512,1113,498,1113
506,1089,556,1089,556,1119,506,1119
556,1081,626,1081,626,1113,556,1113
635,1081,767,1081,767,1113,635,1113
779,1086,826,1086,826,1119,779,1119
829,1081,928,1081,928,1110,829,1110
928,1079,1023,1085,1021,1122,926,1117
1028,1092,1042,1092,1042,1110,1028,1110
1048,1083,1122,1083,1122,1110,1048,1110
;
292,1124,397,1113,400,1148,296,1159
398,1119,424,1119,424,1148,398,1148
421,1120,547,1116,548,1151,422,1154
553,1127,588,1127,588,1148,553,1148
580,1124,658,1116,661,1147,584,1156
659,1122,703,1122,703,1148,659,1148
703,1118,772,1122,770,1158,701,1154
764,1119,820,1119,820,1145,764,1145
823,1119,928,1119,928,1148,823,1148
928,1122,972,1122,972,1151,928,1151
975,1121,1096,1125,1095,1149,974,1146
1089,1119,1125,1119,1125,1145,1089,1145
;
291,1157,388,1146,392,1182,296,1194
383,1154,418,1154,418,1183,383,1183
419,1152,491,1156,489,1187,417,1183
492,1157,509,1157,509,1183,492,1183
509,1160,571,1160,571,1183,509,1183
571,1151,632,1151,632,1183,571,1183
635,1151,667,1151,667,1183,635,1183
670,1154,697,1154,697,1183,670,1183
697,1151,764,1151,764,1183,697,1183
764,1150,822,1154,820,1184,762,1180
826,1160,834,1160,834,1180,826,1180
834,1151,893,1151,893,1183,834,1183
896,1151,996,1151,996,1183,896,1183
;
331,1192,386,1192,386,1224,331,1224
383,1201,433,1201,433,1221,383,1221
492,1192,518,1192,518,1221,492,1221
571,1189,629,1189,629,1218,571,1218
834,1201,878,1201,878,1218,834,1218
;
372,1227,410,1227,410,1256,372,1256
410,1224,574,1224,574,1256,410,1256
569,1231,696,1220,699,1256,572,1267
700,1224,767,1224,767,1256,700,1256
769,1215,927,1232,923,1273,765,1256
925,1227,1022,1227,1022,1262,925,1262
1025,1224,1125,1224,1125,1259,1025,1259
;
375,1271,451,1271,451,1291,375,1291
448,1268,498,1268,498,1297,448,1297
495,1268,530,1268,530,1291,495,1291
530,1268,559,1268,559,1297,530,1297
558,1264,655,1261,656,1294,559,1298
656,1268,673,1268,673,1291,656,1291
673,1262,752,1262,752,1300,673,1300
750,1266,846,1259,848,1291,753,1298
846,1262,937,1262,937,1291,846,1291
934,1262,966,1262,966,1289,934,1289
964,1258,1064,1261,1063,1292,963,1288
1066,1268,1122,1268,1122,1294,1066,1294
;
298,1309,345,1309,345,1327,298,1327
363,1294,487,1298,486,1330,362,1326
487,1296,550,1304,545,1338,482,1329
550,1306,585,1306,585,1327,550,1327
583,1303,618,1303,618,1333,583,1333
615,1300,667,1300,667,1327,615,1327
665,1300,697,1300,697,1327,665,1327
700,1303,770,1303,770,1327,700,1327
785,1303,796,1303,796,1324,785,1324
802,1297,884,1297,884,1327,802,1327
899,1297,928,1297,928,1327,899,1327
928,1294,960,1294,960,1327,928,1327
958,1300,1031,1300,1031,1335,958,1335
1034,1291,1122,1291,1122,1324,1034,1324
;
290,1333,351,1333,351,1359,290,1359
357,1327,484,1330,483,1365,356,1362
486,1338,556,1338,556,1362,486,1362
556,1333,612,1333,612,1362,556,1362
609,1335,644,1335,644,1362,609,1362
647,1338,711,1338,711,1362,647,1362
711,1330,741,1330,741,1362,711,1362
738,1329,813,1333,811,1366,737,1362
813,1326,913,1339,908,1375,808,1362
914,1341,993,1341,993,1362,914,1362
993,1330,1057,1330,1057,1359,993,1359
1063,1338,1119,1338,1119,1359,1063,1359
;
290,1365,339,1365,339,1394,290,1394
343,1364,429,1369,427,1399,341,1394
427,1371,445,1371,445,1394,427,1394
445,1376,521,1376,521,1397,445,1397
518,1368,547,1368,547,1397,518,1397
544,1368,673,1368,673,1406,544,1406
688,1364,800,1370,799,1406,686,1400
799,1368,922,1368,922,1397,799,1397
922,1365,1010,1365,1010,1397,922,1397
1013,1364,1120,1368,1118,1400,1012,1396
;
290,1400,372,1400,372,1429,290,1429
380,1403,413,1403,413,1429,380,1429
416,1403,439,1403,439,1429,416,1429
445,1400,521,1400,521,1429,445,1429
527,1412,541,1412,541,1432,527,1432
541,1406,624,1406,624,1432,541,1432
618,1400,659,1400,659,1432,618,1432
662,1402,754,1406,752,1433,660,1429
752,1406,761,1406,761,1426,752,1426
764,1403,832,1403,832,1432,764,1432
829,1400,873,1400,873,1432,829,1432
870,1400,943,1400,943,1429,870,1429
955,1403,981,1403,981,1429,955,1429
981,1406,1031,1406,1031,1435,981,1435
1031,1409,1072,1409,1072,1429,1031,1429
1069,1409,1122,1409,1122,1438,1069,1438
;
313,1441,375,1441,375,1467,313,1467
375,1435,454,1435,454,1464,375,1464
454,1435,577,1435,577,1467,454,1467
577,1435,706,1435,706,1464,577,1464
706,1434,838,1438,837,1469,705,1465
858,1435,937,1435,937,1467,858,1467
943,1444,1028,1444,1028,1467,943,1467
1028,1439,1120,1444,1118,1476,1026,1471
;
287,1470,553,1470,553,1508,287,1508
553,1470,802,1470,802,1508,553,1508
802,1470,875,1470,875,1502,802,1502
879,1472,964,1476,963,1507,877,1503
963,1470,1013,1470,1013,1500,963,1500
1013,1470,1101,1470,1101,1500,1013,1500
1101,1476,1119,1476,1119,1497,1101,1497
;
287,1505,379,1508,377,1538,285,1534
380,1514,398,1514,398,1535,380,1535
398,1514,430,1514,430,1541,398,1541
430,1517,459,1517,459,1538,430,1538
457,1505,539,1505,539,1538,457,1538
534,1510,611,1506,613,1540,536,1544
612,1508,688,1508,688,1538,612,1538
692,1515,816,1503,819,1538,695,1549
817,1511,864,1511,864,1538,817,1538
864,1505,890,1505,890,1538,864,1538
890,1505,1013,1505,1013,1535,890,1535
1016,1505,1119,1505,1119,1535,1016,1535
;
285,1539,374,1547,370,1583,281,1575
372,1541,489,1541,489,1573,372,1573
483,1540,590,1545,588,1585,482,1580
587,1546,748,1536,751,1576,589,1585
749,1545,896,1540,897,1579,750,1584
896,1541,934,1541,934,1573,896,1573
933,1544,1030,1541,1031,1570,934,1573
1040,1541,1069,1541,1069,1570,1040,1570
1069,1546,1122,1546,1122,1579,1069,1579
;
1089,1582,1119,1582,1119,1605,1089,1605
;
328,1839,351,1839,351,1860,328,1860
392,1836,506,1836,506,1860,392,1860
503,1833,594,1833,594,1860,503,1860
;
